"","interception","SR1","SR2","SR4","SR5","INF","WT","RT","r2"
"148",10.3662071417383,-2.51467593646104,-0.192783954366934,-2.11910535319746,-0.458728877849667,-3.26608245327531,-1.2506268169009,-4.94513602255821,0.942526167971194
"149",10.1540064477101,-2.50757130549878,-0.192307460061229,-2.10097237503452,-0.452334780400597,-3.31400975973816,-1.23338903098358,-4.7749855188297,0.942548105527922
"150",10.1191956190505,-2.54598169701919,-0.191864433225291,-2.13246412099106,-0.491730998046987,-3.33569866143917,-1.20807382203999,-4.60790992571811,0.944259371352656
"151",11.0007404386315,-2.72663515591871,-0.190876634508999,-2.20471473626377,-0.683395365613587,-3.38521607567821,-1.16511876878693,-4.42223594891314,0.94991647181908
"152",9.55585648090348,-2.76449282571053,-0.189990283808553,-2.2410662135858,-0.735562858681382,-3.42005862438532,-1.11766389579038,-4.22341548433443,0.952052780606614
"153",7.51131686899493,-2.80557278023968,-0.187705806480449,-2.40009356477719,-0.78449019665142,-3.32839485723241,-1.0682178502482,-4.0750965392607,0.955325927272463
"154",6.89206353623143,-2.77368760672865,-0.184807323283189,-2.57502924250235,-0.748760154853287,-3.18739046107977,-1.03739086283177,-4.00019314445934,0.957172209679004
"155",6.69463636856514,-2.75239671874714,-0.184333385755835,-2.73661003924014,-0.718589262530927,-3.07778025579188,-1.00703805932247,-4.05355235987997,0.958437396337672
"156",6.17440740558132,-2.74780769558554,-0.184483388336827,-3.05312637322615,-0.706305473337452,-3.00211253682728,-0.978204135466718,-4.29953559041398,0.961747543524126
"157",6.31642659237991,-2.75258342798765,-0.185276622365102,-3.45102803310846,-0.701731851067743,-2.94089857797623,-0.956414212891367,-4.68363033441775,0.965699665162946
"158",6.71408777463052,-2.77707912012494,-0.186833288770838,-3.54057877437026,-0.71755850339274,-2.91123123640598,-0.946660139414684,-5.05228602155743,0.966464636346688
"159",6.85105654991772,-2.79550482015182,-0.188886701631805,-3.37575824859788,-0.729475200396031,-2.90169922157774,-0.957598846367624,-5.36207620822653,0.964578783339304
"160",6.79701761652514,-2.78242157332621,-0.191020360392874,-3.12570068332463,-0.709688356864736,-2.89917251215803,-0.969428440003382,-5.58969907821334,0.961222272677639
"161",6.93737245132867,-2.75729371230273,-0.192518346703334,-2.92293093489928,-0.678501801740411,-2.89862605745626,-0.983431952436798,-5.66845043294031,0.958044996083836
"162",6.58969694726433,-2.70006672191944,-0.193562213805888,-2.67249577135417,-0.615170524957714,-2.90744425839893,-1.00049470315126,-5.62386510406311,0.95350646489488
"163",8.14713757311696,-2.65005402229271,-0.193161437208001,-2.51019175901229,-0.571331022509417,-2.92515172420012,-1.00987735299946,-5.54339362556989,0.950517324850859
"164",11.0672300716117,-2.6107222802774,-0.192268138287995,-2.399768719124,-0.539918897268649,-3.05588431608427,-1.03341815657584,-5.47521095476823,0.949050870392249
"165",11.8463961355244,-2.59921267533694,-0.192286904575023,-2.32906876599191,-0.519801652988835,-3.25280666004365,-1.06413217599106,-5.37532850989331,0.948493395264442
"166",11.4881583020049,-2.60314140484642,-0.194331382767895,-2.28430501247784,-0.50609854152727,-3.35456074154877,-1.089012590349,-5.22353852784735,0.947659439448909
"167",11.7591906533602,-2.60015765586473,-0.195599160389978,-2.24858584316189,-0.494418228529808,-3.38248077024302,-1.1036704664678,-5.03491734577501,0.946769420527541
"168",11.8378527819892,-2.5906264832871,-0.195760528521584,-2.2154419999124,-0.483660470357998,-3.41484626436244,-1.10723289284005,-4.83646610531405,0.946199308929034
"169",12.0128540129404,-2.58079603374891,-0.195610819437431,-2.18630905357395,-0.4737170292924,-3.451615978531,-1.09986603764592,-4.65101045173885,0.945790539933648
"170",12.3773405273417,-2.56864357020049,-0.195086872174462,-2.15698384149459,-0.464078429926436,-3.48741701530467,-1.08449536407698,-4.47906500889189,0.94550199081422
"171",13.0395341778849,-2.55721469730766,-0.194547220589556,-2.12948793692583,-0.455049329342836,-3.53972234625195,-1.06265278072143,-4.31701580990043,0.945371431756187
"172",14.1001252044106,-2.54934224857576,-0.194295992867951,-2.10688408558268,-0.447030200930819,-3.6214581250268,-1.03595599024274,-4.16111755803019,0.945419099589001
"173",15.8505884037825,-2.53820196400137,-0.193642968366118,-2.08286496704673,-0.439370978646852,-3.73319566579628,-1.00187142354054,-3.99136042378856,0.94578819474163
"174",16.7808193450763,-2.55392868119981,-0.192906680513927,-2.07620276359718,-0.460057274211104,-3.87214069340902,-0.959605825191239,-3.80279953520406,0.947212606800197
"175",18.0085255115768,-2.69800207541911,-0.192268283938767,-2.12517306565437,-0.606291840397365,-4.03431400926896,-0.904777055310707,-3.61026971091436,0.951681113067235
